L 1905.9501, -1855.0939, 156.6569,  1858.3860, -1877.5009, 150.8157,  127, 0, 0
L 1665.5723, -1797.8428, 157.2978,  1693.4032, -1838.4103, 148.6994,  127, 0, 0
P 1296.4596, -1800.2533, 137.6345,  127, 64, 0,  2,  Second_Room
P 499.3027, 1165.4146, 10.2973,  127, 64, 0,  2,  First_Room
P -1618.6581, 1127.4607, -154.5304,  127, 64, 0,  2,  Third_Room
P 1688.9843, -1693.0325, 154.5494,  127, 64, 0,  2,  Earth
P 1795.5586, -1773.2692, 150.5174,  0, 127, 127,  2,  Ice
P 1928.8097, -1703.1946, 156.3680,  127, 0, 0,  2,  Fire
P 1662.7643, -1909.7599, 156.4747,  0, 0, 0,  2,  Shadow
P 1733.8506, -1361.4081, 157.7878,  0, 0, 240,  2,  Shadow
P 1709.8196, -1361.8501, 157.7878,  240, 0, 0,  2,  Fiery
P 1718.4159, -1361.7389, 157.7878,  0, 127, 127,  2,  Ice
P 1749.5756, -1361.9823, 157.7878,  127, 64, 0,  2,  Earth
P 1727.2001, -1359.4905, 157.2750,  0, 0, 0,  2,  Orbs_spawn
P 960.8398, -209.1523, 62.4753,  127, 64, 0,  2,  Throw_the_Gem_into_the_lavapit
P 1632.5154, -1879.9446, 158.0149,  127, 0, 0,  2,  Aaryonar
P 1796.5000, -1705.1250, 148.3422,  0, 127, 0,  3,  X
