L -734.6453, 384.3883, -27.8937,  -734.6441, 404.3553, -27.8937,  64, 64, 64
L -734.6441, 404.3519, -71.8221,  -734.6439, 345.6440, -72.2269,  240, 0, 0
L -734.6439, 345.6440, -72.2269,  -747.8997, 345.6496, -73.9000,  240, 0, 0
L -747.8997, 345.6496, -73.9000,  -779.5688, 348.4669, -71.3727,  240, 0, 0
L -779.5688, 348.4669, -71.3727,  -808.4818, 348.7728, -71.4295,  240, 0, 0
L -808.4818, 348.7728, -71.4295,  -824.5959, 345.9397, -71.4793,  240, 0, 0
L -824.5959, 345.9397, -71.4793,  -853.3547, 345.6451, -71.2895,  240, 0, 0
L -853.3547, 345.6451, -71.2895,  -853.3541, 404.3543, -73.3619,  240, 0, 0
L -853.3541, 404.3543, -73.3619,  -839.5513, 404.3525, -71.4106,  240, 0, 0
L -839.5513, 404.3525, -71.4106,  -808.4206, 401.1610, -71.2820,  240, 0, 0
L -808.4206, 401.1610, -71.2820,  -777.5792, 401.3616, -71.2501,  240, 0, 0
L -777.5792, 401.3616, -71.2501,  -763.9194, 404.3600, -70.7158,  240, 0, 0
L -763.9194, 404.3600, -70.7158,  -734.6604, 404.3727, -71.2627,  240, 0, 0
L -853.3549, 360.4961, -27.8937,  -853.3558, 365.6444, -27.8937,  64, 64, 64
L -853.3558, 365.6444, -27.8937,  -893.9573, 365.6433, -27.8937,  64, 64, 64
L -893.9573, 365.6433, -27.8937,  -909.1480, 367.5262, -31.6477,  64, 64, 64
L -909.1480, 367.5262, -31.6477,  -919.5850, 373.5074, -35.7109,  64, 64, 64
L -919.5850, 373.5074, -35.7109,  -928.2672, 383.9286, -39.1908,  64, 64, 64
L -928.2672, 383.9286, -39.1908,  -949.3558, 405.2876, -41.9078,  0, 0, 0
L -734.7291, 365.5966, -27.8937,  -734.6453, 345.6442, -27.8937,  64, 64, 64
L -734.6453, 345.6442, -27.8937,  -773.7032, 365.3510, -27.8937,  64, 64, 64
L -773.7032, 365.3510, -27.8937,  -773.7063, 367.6655, -27.8937,  64, 64, 64
L -773.6956, 367.4318, -27.8937,  -776.6701, 367.4433, -27.8937,  64, 64, 64
L -776.6701, 367.4433, -27.8937,  -777.7344, 369.2903, -27.8937,  64, 64, 64
L -777.7344, 369.2903, -27.8937,  -776.7270, 372.2067, -27.8937,  64, 64, 64
L -776.7270, 372.2067, -27.8937,  -777.7028, 373.3969, -27.8937,  64, 64, 64
L -777.7028, 373.3969, -27.8937,  -777.8125, 374.6834, -27.8937,  64, 64, 64
L -777.8125, 374.6834, -27.8937,  -773.3975, 377.1585, -27.8937,  64, 64, 64
L -773.3975, 377.1585, -27.8937,  -773.3831, 380.3623, -27.8937,  64, 64, 64
L -773.3831, 380.3623, -27.8937,  -775.7036, 382.2674, -27.8937,  64, 64, 64
L -775.7036, 382.2674, -27.8937,  -775.7042, 385.8780, -27.9252,  64, 64, 64
L -775.7042, 385.8780, -27.9252,  -774.2842, 385.8780, -27.9262,  64, 64, 64
