P -120.1488, -40.5553, -131.7790,  0, 0, 0,  2,  Eat_It_Store
P -65.3101, -112.8452, -131.7792,  0, 0, 0,  2,  Tavern
P 119.5078, -336.9132, -46.9667,  240, 0, 0,  3,  ?%#!
P 68.6063, -208.1279, -47.9667,  240, 0, 0,  3,  ?/#!
P 18.5082, -337.9322, -46.9667,  240, 0, 0,  3,  ?#/!
P 118.5272, -46.9700, -85.9667,  240, 0, 0,  3,  ?#%!
P 10.8416, 167.7352, -87.3152,  240, 0, 0,  3,  ?#%!
P -48.7886, -93.6903, -86.9667,  240, 0, 0,  3,  ?#%!
P -18.1866, 0.6370, -90.9667,  240, 0, 0,  3,  ?#%!
P 61.5578, -6.7622, -85.9667,  240, 0, 0,  3,  ?#%!
P 101.7000, 99.2370, -86.8349,  240, 0, 0,  3,  ?#%!
P -68.8067, 5.8250, -131.7790,  0, 0, 0,  2,  Bank
P -115.7479, 66.3994, -84.8417,  240, 0, 0,  3,  ?#/!
P 70.6248, -289.1274, 1.6883,  0, 0, 0,  2,  Drop_down
P 68.7316, 41.6230, -130.3631,  99, 0, 255,  1,  Questionable_Cheese
P -57.1765, -23.3389, -131.8734,  0, 127, 127,  2,  Goblin_Doll_(GS)
P -20.5464, 7.1739, 0.0640,  127, 0, 0,  2,  Goblin_activity
