P 1369.3008, -3893.9268, -165.1519,  0, 0, 0,  1,  eggs
P 1119.3831, -3328.5164, -338.9852,  0, 127, 127,  1,  Insect_nest
P 977.8040, -3328.6006, -355.8478,  0, 127, 127,  1,  insect_nest
P 913.1774, -3113.4429, -348.8779,  0, 127, 127,  1,  insect_nest
P 1169.5613, -3525.1414, -98.6341,  0, 127, 127,  1,  a_broken_prisoner
P 1379.3467, -3262.5320, -349.3047,  0, 127, 127,  1,  insect_nest
P 863.5626, -3435.9678, -263.6433,  0, 127, 127,  1,  Iksar_corpse
P 721.8891, -3636.5479, -271.6390,  0, 127, 127,  1,  iksar_corpse
P 659.1897, -3725.5364, -266.8125,  0, 127, 127,  1,  iksar_corpse
P 1547.1664, -3860.7061, -162.5227,  0, 0, 0,  3,  X
P 228.2064, -3063.0884, -140.7401,  127, 64, 0,  2,  Armory
P 547.4056, -3468.7327, -79.9523,  127, 64, 0,  2,  Eat_Cake
