P -314.5166, 382.6260, 3.6095,  240, 0, 0,  2,  Captain_Riyu_(5)
P -239.8491, -452.6542, 12.3847,  240, 0, 0,  2,  Captain_Luft_(5)
P -1456.9883, -622.4958, 0.8361,  240, 0, 0,  2,  Anguillifor
P -1362.8307, -613.6323, -1.9963,  240, 0, 0,  2,  A
P -1342.9463, -691.9700, 25.4880,  240, 0, 0,  2,  A
P -1383.4015, -671.5973, 20.6214,  240, 0, 0,  2,  A
P -1423.1698, -684.5751, 20.4827,  240, 0, 0,  2,  A
P -1247.0088, 387.3695, -11.4181,  240, 0, 0,  2,  Diabollis
P -1166.6426, 377.4855, -9.9212,  240, 0, 0,  2,  D
P -1196.2747, 349.9227, -11.3551,  240, 0, 0,  2,  D
P -1324.7566, 340.6587, -17.3720,  240, 0, 0,  2,  D
P -1372.8489, 389.3564, -16.7347,  240, 0, 0,  2,  D
P -2098.0862, 619.9795, 0.9666,  240, 0, 0,  2,  Chthamaius
P -2076.5159, 700.0217, 11.5058,  240, 0, 0,  2,  C
P -2122.1565, 677.7923, 5.7200,  240, 0, 0,  2,  C
P -2020.0995, 694.7971, 16.0530,  240, 0, 0,  2,  C
P -2029.5508, 663.9891, 4.4480,  240, 0, 0,  2,  C
P -2103.7244, 285.7807, -2.0894,  240, 0, 0,  2,  Eye_of_Mother
P -2104.7500, 324.2430, -9.3500,  240, 0, 0,  2,  E
P -2144.8953, 367.4248, -9.3606,  240, 0, 0,  2,  E
P -2049.8953, 316.4831, -9.3605,  240, 0, 0,  2,  E
P -2132.7654, 310.8109, -2.3180,  240, 0, 0,  2,  E
P -752.8527, 384.4392, 2.9543,  240, 0, 0,  2,  Tatanami
P -715.0071, 360.7255, -4.6214,  240, 0, 0,  2,  T
P -775.9868, 336.5842, -9.7588,  240, 0, 0,  2,  T
P -794.5988, 368.6075, -6.5057,  240, 0, 0,  2,  T
P -830.1691, 390.1942, -4.6618,  240, 0, 0,  1,  T
P -679.4452, -506.8630, 9.4835,  240, 0, 0,  2,  Unigami
P -619.4106, -357.4779, -1.1265,  240, 0, 36,  2,  U
P -663.0225, -384.3891, -1.7351,  240, 0, 0,  2,  U
P -712.0347, -392.3609, -2.4990,  240, 0, 0,  2,  U
P -629.6401, -491.1138, 9.2911,  240, 0, 0,  2,  U
P -2172.8230, -696.4603, 3.2188,  240, 0, 0,  2,  Copperworth
P -2251.4456, -722.5945, 18.7827,  240, 0, 0,  2,  C
P -2213.2249, -615.2488, 18.8221,  240, 0, 0,  2,  C
P -2223.6580, -293.3542, 48.1624,  240, 0, 0,  2,  C
P -2027.0789, -658.6227, 9.8669,  240, 0, 0,  2,  C
P -1958.9115, -132.0391, -3.2533,  240, 0, 0,  2,  Mambatali
P -1847.4727, -48.0487, -9.7723,  240, 0, 0,  2,  M
P -1869.3003, 25.9481, -10.3945,  240, 0, 0,  2,  M
P -1958.8688, -42.0093, 16.5786,  240, 0, 0,  2,  M
P -1915.2516, -213.9231, -16.5928,  240, 0, 0,  2,  M
P -348.8140, 339.0429, -9.6957,  240, 0, 0,  2,  X
P -391.0298, 362.2494, -9.0529,  240, 0, 0,  2,  X
P -380.2793, 409.5309, 9.7668,  240, 0, 0,  2,  X
P -323.9717, 429.9626, 24.3140,  240, 0, 0,  2,  X
P -186.4948, -469.4592, 19.1650,  240, 0, 0,  2,  X
P -231.5483, -487.6061, 22.1610,  240, 0, 0,  2,  X
P -259.4037, -421.4721, -2.4255,  240, 0, 0,  2,  X
P -282.9523, -380.1640, -14.4953,  240, 0, 0,  2,  X
