P -152.7357, -3.7940, -1560.1010,  240, 0, 0,  3,  Fire
P -22.4570, 155.3319, -1556.1021,  127, 64, 0,  3,  Earth
P 112.5044, 5.3174, -1560.1465,  0, 127, 127,  3,  Ice
P -110.9034, 1180.4030, 2296.1565,  0, 0, 0,  1,  Bits_of_Blue_Metal
P -170.8996, -14.6258, -647.8405,  0, 0, 0,  3,  Agnarr_Tower
P 224.2860, -348.2717, -637.9980,  240, 0, 0,  3,  to_Fire_Tower
P 159.2101, -412.7314, -637.9977,  0, 0, 0,  3,  to_Lobby
P 229.4561, 314.8176, -637.9964,  0, 0, 0,  3,  to_Lobby
P 162.3450, 378.5570, -639.5394,  0, 0, 127,  3,  to_Air_Tower
P -492.6028, 389.3491, -639.1345,  0, 0, 0,  3,  to_Lobby
P -555.8773, 323.5072, -639.1345,  0, 127, 127,  3,  to_Ice_Tower
P -556.4338, -344.4100, -638.5986,  0, 0, 0,  3,  to_Lobby
P -494.4658, -410.3226, -638.5987,  127, 64, 0,  3,  to_Earth_Tower
P 350.0000, 2200.0000, 1948.1586,  127, 64, 0,  3,  Earth
P -26.1851, 1584.3932, -1403.8413,  0, 127, 0,  3,  to_Courtyard
P -147.8685, 1220.7842, 1116.1572,  240, 0, 0,  3,  Fire
P -85.0000, -145.0000, 629.1589,  0, 0, 127,  3,  AIR
P -19.5956, -129.1930, -1561.8407,  0, 0, 127,  3,  AIR
P -241.6675, -526.9329, -1425.8413,  0, 0, 127,  3,  to_A
P -9.2187, -230.1415, -1561.8413,  0, 0, 127,  3,  A
P -152.8451, -408.7275, -1561.8413,  0, 0, 127,  3,  to_B
P -220.2932, -410.0000, -1425.8406,  0, 0, 127,  3,  B
P 44.7903, -282.4850, -1561.8413,  0, 0, 127,  3,  to_C
P 55.1445, -315.6080, -1493.8412,  0, 0, 127,  3,  C
P -139.9753, -642.3221, -1493.8413,  0, 0, 127,  3,  to_B
P 74.6752, -256.2472, -1561.8413,  0, 0, 127,  3,  to_D
P 102.7638, -265.9123, -1493.8413,  0, 0, 127,  3,  D
P 341.3193, -617.1070, -1493.8413,  0, 0, 127,  3,  to_A
P 204.3920, -469.2600, -1493.8413,  0, 0, 127,  3,  to_E
P 169.6269, -465.0000, -1425.8413,  0, 0, 127,  3,  E
P 98.8820, -762.2884, -1425.8413,  0, 0, 127,  3,  to_Courtyard
P -78.4067, -109.3071, 629.1577,  0, 0, 0,  3,  to_Lobby
P -60.4898, -287.3077, 726.1577,  0, 0, 240,  3,  to_Lower_Tower
P -43.3247, -16.4756, 1086.1575,  0, 127, 0,  3,  to_Courtyard
P -397.5790, -412.2873, 1160.1575,  0, 0, 127,  3,  to_Upper_Tower
P -59.9830, -282.9934, 1456.1575,  0, 127, 0,  3,  to_Courtyard
P 830.0000, 865.0000, 1372.1586,  0, 127, 127,  3,  Ice
P 476.1480, 864.4850, 1372.1575,  0, 127, 127,  3,  to_Lower_Tower
P 902.3093, 985.0000, 1772.1575,  0, 127, 127,  3,  Lower_Tower
P 786.5073, 929.2087, 1772.1572,  0, 127, 0,  3,  to_Courtyard
P 853.7584, 864.4900, 1372.1572,  0, 0, 0,  3,  to_Lobby
P 916.3887, 740.9004, 1772.1575,  0, 127, 127,  3,  to_Upper_Tower
P 803.1473, 1074.9579, 2116.1565,  0, 127, 127,  3,  Upper_Tower
P 777.9913, 662.1130, 2116.1565,  0, 127, 0,  3,  to_Courtyard
P 355.6999, 2128.2039, 1948.1572,  0, 0, 0,  3,  to_Lobby
P 22.7008, 11.9827, -1561.8407,  0, 0, 0,  3,  Lobby
P -680.8581, -5.6204, -1465.8407,  0, 127, 0,  3,  to_Courtyard
P 932.6425, 43.7693, -1451.8407,  0, 127, 0,  3,  to_Courtyard
P -421.2137, 1154.5968, 1184.1572,  240, 0, 0,  3,  to_Lower_Tower
P -166.9894, 1092.6709, 1560.1572,  240, 0, 0,  3,  Lower_Tower
P -262.2586, 1125.2927, 1628.1572,  240, 0, 0,  3,  to_Upper_Tower
P 50.2804, 1205.7063, 2260.1565,  240, 0, 0,  3,  Upper_Tower
P -423.8716, 1345.5518, 1184.1572,  0, 0, 0,  3,  to_Lobby
P -168.2477, 1295.1356, 1594.1572,  0, 127, 0,  3,  to_Courtyard
P 61.2948, 1227.7261, 2260.1565,  0, 127, 0,  3,  to_Courtyard
P -42.3703, -98.3979, 1086.1575,  0, 0, 127,  3,  Lower_Tower
P 939.9678, 1772.8495, 1265.6725,  0, 0, 240,  3,  Askr_the_Lost
P 1118.2979, 1733.6530, 1267.7284,  0, 0, 0,  2,  Next_level_of_Torden
P -483.9014, -284.4141, 1456.1572,  0, 0, 127,  3,  Upper_Tower
