P 1458.3484, 0.3885, -101.5362,  240, 0, 0,  2,  X
P 802.1736, 4103.7324, -528.6318,  240, 0, 0,  2,  Burning_Bones(HA)
P 1963.8302, -420.3840, -95.3374,  240, 0, 0,  2,  Brodhas
P 1767.1499, -597.3600, -97.2000,  240, 0, 0,  2,  Brodhas
P 1903.6299, -567.5499, -96.5300,  240, 0, 0,  2,  Brodhas
P 2011.2715, 3609.5491, -437.9041,  240, 0, 0,  2,  Crazed_Scarecrow*
P 1704.1897, 3032.8091, -437.7665,  240, 0, 0,  2,  Crazed_Scarecrow*
P 4217.1938, 4189.1685, -178.3761,  240, 0, 0,  2,  Drezdal
P 2037.6000, 1626.9398, -217.5800,  240, 0, 0,  2,  Ethilen
P 2182.7356, 1592.7179, -222.2840,  240, 0, 0,  2,  Ethilen
P 584.4875, 3302.6790, -530.4230,  240, 0, 0,  2,  Gelden
P 3161.4436, 3369.4744, -437.3584,  240, 0, 0,  2,  Guard_Donlan
P 3603.2466, 3453.1597, -433.9273,  240, 0, 0,  2,  Guard_Donlan
P 5543.7241, 3257.9788, -435.5830,  240, 0, 0,  2,  Grawrarawr
P 767.9697, 2013.6847, -270.7142,  240, 0, 0,  2,  Lava_Mantle
P 806.1530, 1805.1084, -273.2903,  240, 0, 0,  2,  Lava_Mantle
P 3557.6387, 1286.3722, -452.7769,  240, 0, 0,  2,  Oklaric
P 2506.5347, 1343.6377, -217.9281,  240, 0, 0,  2,  Roon*
P 4812.9102, 2269.9800, -437.3799,  240, 0, 0,  2,  Roon*
P 3863.5601, 2707.4297, -455.3399,  240, 0, 0,  2,  Roon*
P 1786.1499, 2142.3201, -211.9990,  240, 0, 0,  2,  Roon*
P 2415.8201, 2040.6499, -213.8400,  240, 0, 0,  2,  Roon*
P 397.8428, 1193.9467, -297.7312,  240, 0, 0,  2,  Shoon*
P 2089.6250, 430.6884, -168.2555,  240, 0, 0,  2,  Shoon*
P -444.4922, 2435.5203, -374.2400,  240, 0, 0,  2,  Shoon*
P 126.4305, 3321.7244, -531.7839,  240, 0, 0,  2,  Shoon*
P 727.2699, 3332.9900, -527.8500,  240, 0, 0,  2,  Shoon*
P 1262.4398, 4451.6802, -437.3899,  240, 0, 0,  2,  Shoon*
P 2244.6697, 1310.8499, -280.6899,  240, 0, 0,  2,  Skretch
P 2313.1897, 1430.6000, -280.6299,  240, 0, 0,  2,  Skretch
P 4495.1519, 1328.8986, -455.6906,  240, 0, 0,  2,  Soul_Sifter
P 4450.5801, 1508.8397, -455.3399,  240, 0, 0,  2,  Soul_Sifter
P 4671.7095, 1056.4827, -455.7391,  240, 0, 0,  2,  Stix
P 4815.0000, 1190.0000, -437.6755,  240, 0, 0,  2,  Stix
P 4143.2842, 2197.8213, -473.7200,  240, 0, 0,  2,  The_Requiest
P 4103.3052, 2044.2605, -472.4134,  240, 0, 0,  2,  The_Requiest
P 764.5499, -560.7999, -90.5600,  240, 0, 0,  2,  Torishal
P 880.1227, -137.8103, -93.9080,  240, 0, 0,  2,  Torishal
P 1099.1603, -482.1275, -101.1676,  240, 0, 0,  2,  Torishal
P 1660.7383, 1273.7069, -243.4865,  240, 0, 0,  2,  Plague_Bringer(HA)
