L 969.2818, 577.9280, -56.3226,  967.3610, 585.3549, -68.3635,  125, 50, 0
L 951.8962, 635.2573, -81.4046,  969.2818, 577.9280, -56.3226,  125, 50, 0
L 927.3961, 651.8686, -87.6068,  951.8962, 635.2573, -81.4046,  125, 50, 0
L 856.1462, 665.8110, -78.7650,  927.3961, 651.8686, -87.6068,  125, 50, 0
L 841.1046, 669.4032, -78.8516,  856.1462, 665.8110, -78.7650,  125, 50, 0
L 820.1349, 684.5959, -81.4643,  841.1046, 669.4032, -78.8516,  125, 50, 0
L 806.1603, 699.4977, -73.5634,  820.1349, 684.5959, -81.4643,  125, 50, 0
L 761.9456, 710.8055, -79.8011,  806.1603, 699.4977, -73.5634,  125, 50, 0
L 747.5040, 711.4324, -77.7437,  761.9456, 710.8055, -79.8011,  125, 50, 0
L 734.2993, 737.4728, -80.7664,  747.5040, 711.4324, -77.7437,  125, 50, 0
L 730.2040, 760.3884, -79.3315,  734.2993, 737.4728, -80.7664,  125, 50, 0
L 720.3375, 774.2314, -81.5836,  730.2040, 760.3884, -79.3315,  125, 50, 0
L 700.1930, 768.8768, -82.2321,  720.3375, 774.2314, -81.5836,  125, 50, 0
L 689.4332, 771.7071, -76.8956,  700.1930, 768.8768, -82.2321,  125, 50, 0
L 688.9377, 780.8268, -77.1756,  689.4332, 771.7071, -76.8956,  125, 50, 0
L 677.8773, 805.7700, -81.2206,  688.9377, 780.8268, -77.1756,  125, 50, 0
L 685.3427, 811.8250, -85.8204,  677.8773, 805.7700, -81.2206,  125, 50, 0
L 677.7338, 858.2110, -81.2583,  685.3427, 811.8250, -85.8204,  125, 50, 0
L 648.9800, 852.1603, -81.9740,  677.7338, 858.2110, -81.2583,  125, 50, 0
L 632.1114, 848.9731, -79.3345,  648.9800, 852.1603, -81.9740,  125, 50, 0
L 638.1769, 804.4690, -80.4532,  632.1114, 848.9731, -79.3345,  125, 50, 0
L 655.6917, 798.1055, -86.6997,  638.1769, 804.4690, -80.4532,  125, 50, 0
L 664.8968, 763.2679, -76.9170,  655.6917, 798.1055, -86.6997,  125, 50, 0
L 662.4954, 759.9753, -81.4582,  664.8968, 763.2679, -76.9170,  125, 50, 0
L 627.2251, 748.8021, -80.2279,  662.4954, 759.9753, -81.4582,  125, 50, 0
L 636.3315, 712.2465, -80.5781,  627.2251, 748.8021, -80.2279,  125, 50, 0
L 658.9480, 636.7563, -77.2665,  636.3315, 712.2465, -80.5781,  125, 50, 0
L 666.1988, 613.8310, -79.5078,  658.9480, 636.7563, -77.2665,  125, 50, 0
L 723.3926, 625.7845, -81.7391,  666.1988, 613.8310, -79.5078,  125, 50, 0
L 757.3830, 638.7029, -82.6054,  723.3926, 625.7845, -81.7391,  125, 50, 0
L 755.3513, 650.4484, -83.8966,  757.3830, 638.7029, -82.6054,  125, 50, 0
L 754.7469, 680.5049, -74.5759,  755.3513, 650.4484, -83.8966,  125, 50, 0
L 762.9415, 686.9003, -78.2129,  754.7469, 680.5049, -74.5759,  125, 50, 0
L 778.1620, 683.5344, -76.6688,  762.9415, 686.9003, -78.2129,  125, 50, 0
L 801.6359, 673.1252, -79.7890,  778.1620, 683.5344, -76.6688,  125, 50, 0
L 847.2472, 646.5900, -79.6170,  801.6359, 673.1252, -79.7890,  125, 50, 0
L 896.1312, 643.5980, -82.6577,  847.2472, 646.5900, -79.6170,  125, 50, 0
L 911.9892, 634.5670, -80.4205,  896.1312, 643.5980, -82.6577,  125, 50, 0
L 925.8785, 623.1713, -78.8979,  911.9892, 634.5670, -80.4205,  125, 50, 0
L 934.1085, 610.1200, -73.3533,  925.8785, 623.1713, -78.8979,  125, 50, 0
L 942.8841, 590.8405, -69.9056,  934.1085, 610.1200, -73.3533,  125, 50, 0
L 950.7193, 573.7390, -62.4215,  942.8841, 590.8405, -69.9056,  125, 50, 0
L 871.2806, 423.6152, -56.1773,  871.2806, 423.6152, -59.3023,  0, 0, 0
L 854.9960, 426.9753, -54.9440,  871.2806, 423.6152, -56.1773,  125, 50, 0
L 831.8511, 443.3507, -55.2374,  854.9960, 426.9753, -54.9440,  125, 50, 0
L 820.2142, 470.7758, -62.3110,  831.8511, 443.3507, -55.2374,  125, 50, 0
L 806.1638, 511.2550, -81.6013,  820.2142, 470.7758, -62.3110,  125, 50, 0
L 714.5590, 543.7698, -83.6671,  806.1638, 511.2550, -81.6013,  125, 50, 0
L 663.1005, 551.5496, -84.6448,  714.5590, 543.7698, -83.6671,  125, 50, 0
L 627.6354, 567.2495, -78.4502,  663.1005, 551.5496, -84.6448,  125, 50, 0
L 584.5610, 542.1248, -82.4822,  627.6354, 567.2495, -78.4502,  125, 50, 0
L 565.2404, 489.5452, -79.5840,  584.5610, 542.1248, -82.4822,  125, 50, 0
L 562.5795, 438.8448, -73.5674,  565.2404, 489.5452, -79.5840,  125, 50, 0
L 590.5530, 392.7309, -76.9137,  562.5795, 438.8448, -73.5674,  125, 50, 0
L 644.7477, 374.3350, -76.8974,  590.5530, 392.7309, -76.9137,  125, 50, 0
L 666.7010, 386.1335, -73.9411,  644.7477, 374.3350, -76.8974,  125, 50, 0
L 678.4506, 370.9440, -74.2220,  666.7010, 386.1335, -73.9411,  125, 50, 0
L 691.4099, 352.7891, -74.9430,  678.4506, 370.9440, -74.2220,  125, 50, 0
L 701.6014, 321.5276, -77.6791,  691.4099, 352.7891, -74.9430,  125, 50, 0
L 762.1000, 343.6401, -75.9307,  701.6014, 321.5276, -77.6791,  125, 50, 0
L 794.2756, 365.9232, -78.3576,  762.1000, 343.6401, -75.9307,  125, 50, 0
L 746.4856, 471.5246, -71.8640,  794.2756, 365.9232, -78.3576,  125, 50, 0
L 735.3755, 489.9708, -77.1830,  746.4856, 471.5246, -71.8640,  125, 50, 0
L 691.5818, 473.8940, -80.4260,  735.3755, 489.9708, -77.1830,  125, 50, 0
L 644.1472, 450.7277, -86.9018,  691.5818, 473.8940, -80.4260,  125, 50, 0
L 661.4669, 406.3824, -73.6694,  644.1472, 450.7277, -86.9018,  125, 50, 0
L 656.9971, 402.5201, -75.2240,  661.4669, 406.3824, -73.6694,  125, 50, 0
L 615.2577, 400.6520, -76.4492,  656.9971, 402.5201, -75.2240,  125, 50, 0
L 595.7631, 416.5810, -73.8325,  615.2577, 400.6520, -76.4492,  125, 50, 0
L 590.4969, 433.8163, -77.6349,  595.7631, 416.5810, -73.8325,  125, 50, 0
L 588.2720, 468.8183, -77.2573,  590.4969, 433.8163, -77.6349,  125, 50, 0
L 586.2585, 503.9691, -80.4347,  588.2720, 468.8183, -77.2573,  125, 50, 0
L 597.1100, 527.4980, -80.7022,  586.2585, 503.9691, -80.4347,  125, 50, 0
L 615.9717, 541.7662, -80.8211,  597.1100, 527.4980, -80.7022,  125, 50, 0
L 635.9655, 540.9076, -80.7430,  615.9717, 541.7662, -80.8211,  125, 50, 0
L 650.8971, 537.5220, -83.7533,  635.9655, 540.9076, -80.7430,  125, 50, 0
L 680.1319, 525.3642, -84.2762,  650.8971, 537.5220, -83.7533,  125, 50, 0
L 736.8520, 529.6689, -86.4625,  680.1319, 525.3642, -84.2762,  125, 50, 0
L 765.4047, 520.1024, -83.7780,  736.8520, 529.6689, -86.4625,  125, 50, 0
L 787.6207, 498.1476, -75.1779,  765.4047, 520.1024, -83.7780,  125, 50, 0
L 805.7300, 444.7536, -56.6561,  787.6207, 498.1476, -75.1779,  125, 50, 0
L 828.8360, 415.1265, -57.8481,  805.7300, 444.7536, -56.6561,  125, 50, 0
L 863.3964, 399.1499, -53.7882,  828.8360, 415.1265, -57.8481,  125, 50, 0
L 885.7336, 406.2762, -62.5446,  863.3964, 399.1499, -53.7882,  125, 50, 0
L 1005.5846, 437.7728, -111.5301,  1005.5846, 437.7728, -114.6551,  125, 50, 0
L 1021.5702, 422.5835, -116.1578,  1005.5846, 437.7728, -111.5301,  125, 50, 0
L 1032.5807, 406.8614, -130.8699,  1021.5702, 422.5835, -116.1578,  125, 50, 0
L 1038.9822, 367.5086, -144.6436,  1032.5807, 406.8614, -130.8699,  125, 50, 0
L 1072.4973, 325.9143, -144.1116,  1038.9822, 367.5086, -144.6436,  125, 50, 0
L 1105.6918, 311.7504, -143.7653,  1072.4973, 325.9143, -144.1116,  125, 50, 0
L 1139.2366, 326.5890, -142.1904,  1105.6918, 311.7504, -143.7653,  125, 50, 0
L 1170.1259, 361.6526, -120.2677,  1139.2366, 326.5890, -142.1904,  125, 50, 0
L 1172.2072, 401.6041, -115.4132,  1170.1259, 361.6526, -120.2677,  125, 50, 0
L 1149.4237, 407.1141, -122.4763,  1172.2072, 401.6041, -115.4132,  125, 50, 0
L 1175.1858, 418.7357, -120.4959,  1149.4237, 407.1141, -122.4763,  125, 50, 0
L 1162.5922, 458.3088, -124.2082,  1175.1858, 418.7357, -120.4959,  125, 50, 0
L 1158.4651, 479.6560, -123.9926,  1162.5922, 458.3088, -124.2082,  125, 50, 0
L 1176.6819, 500.9379, -131.6468,  1158.4651, 479.6560, -123.9926,  125, 50, 0
L 1192.1124, 483.5790, -130.5065,  1176.6819, 500.9379, -131.6468,  125, 50, 0
L 1232.6920, 493.6080, -128.5480,  1192.1124, 483.5790, -130.5065,  125, 50, 0
L 1224.8837, 540.6730, -124.1654,  1232.6920, 493.6080, -128.5480,  125, 50, 0
L 1151.2334, 506.3480, -125.3503,  1224.8837, 540.6730, -124.1654,  125, 50, 0
L 1144.9180, 528.5185, -125.5331,  1151.2334, 506.3480, -125.3503,  125, 50, 0
L 1120.3600, 579.8459, -119.2171,  1144.9180, 528.5185, -125.5331,  125, 50, 0
L 1091.3960, 569.6379, -120.3661,  1120.3600, 579.8459, -119.2171,  125, 50, 0
L 1093.5861, 530.7394, -119.7128,  1091.3960, 569.6379, -120.3661,  125, 50, 0
L 1107.6741, 481.2966, -121.2476,  1093.5861, 530.7394, -119.7128,  125, 50, 0
L 1121.4347, 426.7721, -121.8345,  1107.6741, 481.2966, -121.2476,  125, 50, 0
L 1139.3678, 422.9689, -126.2409,  1121.4347, 426.7721, -121.8345,  125, 50, 0
L 1148.5944, 378.9732, -118.7631,  1139.3678, 422.9689, -126.2409,  125, 50, 0
L 1141.5499, 358.5514, -121.3812,  1148.5944, 378.9732, -118.7631,  125, 50, 0
L 1137.4762, 350.4442, -128.6473,  1141.5499, 358.5514, -121.3812,  125, 50, 0
L 1103.7645, 338.2096, -141.7511,  1137.4762, 350.4442, -128.6473,  125, 50, 0
L 1084.5134, 347.1838, -141.9036,  1103.7645, 338.2096, -141.7511,  125, 50, 0
L 1075.3301, 355.2728, -143.4147,  1084.5134, 347.1838, -141.9036,  125, 50, 0
L 1066.6964, 369.6059, -141.4278,  1075.3301, 355.2728, -143.4147,  125, 50, 0
L 1059.9954, 384.6168, -143.6990,  1066.6964, 369.6059, -141.4278,  125, 50, 0
L 1050.6364, 416.5398, -128.6579,  1059.9954, 384.6168, -143.6990,  125, 50, 0
L 1032.1575, 443.3625, -116.1581,  1050.6364, 416.5398, -128.6579,  125, 50, 0
L 1012.3300, 457.2210, -113.6968,  1032.1575, 443.3625, -116.1581,  125, 50, 0
L 996.3520, 456.6030, -118.8991,  1012.3300, 457.2210, -113.6968,  125, 50, 0
L 986.2264, 392.4415, -177.5561,  983.2305, 376.9411, -180.5801,  0, 0, 0
L 984.2145, 441.5043, -176.7836,  986.2264, 392.4415, -177.5561,  0, 0, 0
L 981.6105, 476.5808, -178.3241,  984.2145, 441.5043, -176.7836,  0, 0, 0
L 982.9039, 491.5398, -178.5478,  981.6105, 476.5808, -178.3241,  0, 0, 0
L 981.9623, 542.5403, -165.5520,  982.9039, 491.5398, -178.5478,  0, 0, 0
L 979.5020, 550.7563, -163.4776,  981.9623, 542.5403, -165.5520,  0, 0, 0
L 964.2910, 545.8835, -166.4105,  979.5020, 550.7563, -163.4776,  0, 0, 0
L 955.1451, 530.9340, -167.6037,  964.2910, 545.8835, -166.4105,  0, 0, 0
L 937.4734, 526.1992, -168.7779,  955.1451, 530.9340, -167.6037,  0, 0, 0
L 927.4451, 515.6648, -168.8815,  937.4734, 526.1992, -168.7779,  0, 0, 0
L 932.2032, 507.3215, -173.7850,  927.4451, 515.6648, -168.8815,  0, 0, 0
L 920.5511, 497.4298, -176.7966,  932.2032, 507.3215, -173.7850,  0, 0, 0
L 912.4619, 480.6700, -177.1146,  920.5511, 497.4298, -176.7966,  0, 0, 0
L 914.9990, 464.9096, -177.7252,  912.4619, 480.6700, -177.1146,  0, 0, 0
L 918.3105, 414.6109, -180.4630,  914.9990, 464.9096, -177.7252,  0, 0, 0
L 919.1656, 403.1159, -177.8429,  918.3105, 414.6109, -180.4630,  0, 0, 0
L 915.1667, 378.5516, -179.2837,  919.1656, 403.1159, -177.8429,  0, 0, 0
L 913.9600, 366.4721, -176.4795,  915.1667, 378.5516, -179.2837,  0, 0, 0
L 910.2956, 334.5414, -165.3750,  913.9600, 366.4721, -176.4795,  0, 0, 0
L 912.2866, 315.8355, -163.2392,  910.2956, 334.5414, -165.3750,  0, 0, 0
L 920.7798, 314.3677, -162.5227,  912.2866, 315.8355, -163.2392,  0, 0, 0
L 928.4808, 323.6859, -166.1416,  920.7798, 314.3677, -162.5227,  0, 0, 0
L 933.3971, 325.4674, -165.9319,  928.4808, 323.6859, -166.1416,  0, 0, 0
L 946.9319, 325.5455, -163.2547,  933.3971, 325.4674, -165.9319,  0, 0, 0
L 967.7104, 338.4893, -165.9987,  946.9319, 325.5455, -163.2547,  0, 0, 0
L 963.4174, 350.3530, -170.1818,  967.7104, 338.4893, -165.9987,  0, 0, 0
L 968.6268, 354.1057, -169.1795,  963.4174, 350.3530, -170.1818,  0, 0, 0
L 983.6064, 378.4175, -177.6109,  968.6268, 354.1057, -169.1795,  0, 0, 0
L 986.3152, 394.3799, -180.7332,  983.6064, 378.4175, -177.6109,  0, 0, 0
L -60.3770, 43.5636, 20.2449,  -60.3770, 43.5788, 17.1368,  0, 0, 0
L -59.5003, 18.3510, 17.3933,  -60.3770, 43.5636, 20.2449,  0, 0, 0
L -51.6315, -41.3173, 17.9723,  -59.5003, 18.3510, 17.3933,  0, 0, 0
L -29.6155, -72.3003, 16.3476,  -51.6315, -41.3173, 17.9723,  0, 0, 0
L -9.6401, -105.6454, 19.3236,  -29.6155, -72.3003, 16.3476,  0, 0, 0
L 39.8070, -141.7216, 22.7447,  -9.6401, -105.6454, 19.3236,  0, 0, 0
L 57.4061, -146.3333, 17.5912,  39.8070, -141.7216, 22.7447,  0, 0, 0
L 163.8659, -150.5762, 16.8466,  57.4061, -146.3333, 17.5912,  0, 0, 0
L 201.9310, -134.7590, 16.4737,  163.8659, -150.5762, 16.8466,  0, 0, 0
L 250.9548, -104.9125, 18.5008,  201.9310, -134.7590, 16.4737,  0, 0, 0
L 288.9907, -29.7182, 21.9789,  250.9548, -104.9125, 18.5008,  0, 0, 0
L 303.8100, 5.7946, 22.3791,  288.9907, -29.7182, 21.9789,  0, 0, 0
L 297.4101, 71.5460, 17.2362,  303.8100, 5.7946, 22.3791,  0, 0, 0
L 273.3168, 123.1359, 17.9751,  297.4101, 71.5460, 17.2362,  0, 0, 0
L 254.6733, 152.9619, 18.9674,  273.3168, 123.1359, 17.9751,  0, 0, 0
L 235.5047, 173.1029, 19.8871,  254.6733, 152.9619, 18.9674,  0, 0, 0
L 191.6322, 201.2200, 22.1145,  235.5047, 173.1029, 19.8871,  0, 0, 0
L 159.2042, 202.5831, 16.8345,  191.6322, 201.2200, 22.1145,  0, 0, 0
L 142.3418, 216.8067, 14.4794,  159.2042, 202.5831, 16.8345,  0, 0, 0
L 132.8753, 282.2321, 7.5850,  142.3418, 216.8067, 14.4794,  0, 0, 0
