L 614.7145, 246.9394, 0.1582,  644.7840, 246.9394, 0.1582,  0, 0, 0
L 644.7840, 246.9394, 0.1582,  644.7825, 216.8763, 0.1223,  0, 0, 0
L 644.7825, 216.8763, 0.1469,  630.7800, 216.8727, 0.1582,  0, 0, 0
L 630.7800, 216.8727, 0.1582,  630.8502, 161.7854, 0.1584,  0, 0, 0
L 644.7818, 146.9040, 0.1582,  614.7513, 146.9031, 0.1582,  0, 0, 0
L 614.7513, 146.9031, 0.1582,  614.7142, 162.9020, 0.1582,  0, 0, 0
L 614.7142, 162.9020, 0.1582,  606.7889, 162.9084, 0.1582,  0, 0, 0
L 606.7889, 162.9084, 0.1582,  606.7782, 156.9692, 0.1582,  0, 0, 0
L 606.7782, 156.9692, 0.1582,  610.7830, 156.9716, 0.1582,  0, 0, 0
L 610.7830, 156.9716, 0.1582,  610.7336, 126.9034, -1.8416,  0, 0, 0
L 610.7336, 126.9034, -1.8416,  578.7464, 126.9224, 0.1582,  0, 0, 0
L 578.7464, 126.9224, 0.1582,  578.7657, 158.9719, 0.1582,  0, 0, 0
L 578.7657, 158.9719, 0.1582,  594.7165, 158.9699, 0.1582,  64, 64, 64
L 594.7165, 158.9699, 0.1582,  594.7159, 162.9037, 0.1582,  64, 64, 64
L 594.7159, 162.9037, 0.1582,  556.8125, 162.9088, 0.1582,  64, 64, 64
L 556.8125, 162.9088, 0.1582,  556.8123, 158.9827, 0.1582,  64, 64, 64
L 556.8123, 158.9827, 0.1582,  572.8152, 158.8626, 0.1582,  64, 64, 64
L 572.8152, 158.8626, 0.1582,  572.8143, 126.9034, 0.1582,  0, 0, 0
L 572.8143, 126.9034, 0.1582,  540.7464, 126.9166, 0.1582,  0, 0, 0
L 540.7464, 126.9166, 0.1582,  540.7477, 156.9715, 0.1582,  0, 0, 0
L 540.7477, 156.9715, 0.1582,  544.7477, 156.9690, 0.1582,  0, 0, 0
L 542.7487, 164.8994, 0.1582,  542.7468, 162.9044, 0.1582,  0, 0, 0
L 542.7468, 162.9044, 0.1582,  544.7474, 162.9043, 0.1582,  0, 0, 0
L 544.7474, 162.9043, 0.1582,  544.7477, 156.9690, 0.1582,  0, 0, 0
L 542.1000, 164.9455, 0.1582,  542.9800, 176.9568, 0.1582,  127, 127, 0
L 542.7476, 176.9567, 0.1582,  506.7789, 176.9681, 0.1582,  0, 0, 0
L 506.7789, 176.9681, 0.1582,  506.7783, 128.9038, 0.1582,  0, 0, 0
L 506.7783, 128.9038, 0.1582,  536.7874, 128.9034, 0.1582,  0, 0, 0
L 536.7874, 128.9034, 0.1582,  536.8174, 164.9067, 0.1582,  0, 0, 0
L 536.8174, 164.9067, 0.1582,  542.7487, 164.8994, 0.1582,  0, 0, 0
L 538.1077, 164.9031, 0.1582,  538.1075, 176.9704, 0.1582,  127, 127, 0
L 542.7476, 176.9567, 0.1582,  542.7476, 180.9054, 0.1582,  0, 0, 0
L 542.7476, 180.9054, 0.1582,  502.8455, 180.9040, 0.1582,  0, 0, 0
L 502.8455, 180.9040, 0.1582,  502.8466, 126.9163, 0.1582,  0, 0, 0
L 498.8442, 126.9054, 0.1582,  498.8412, 107.2000, 0.1582,  0, 0, 0
L 498.8412, 107.2000, 0.1582,  556.8156, 107.2000, 0.1582,  0, 0, 0
L 538.8156, 106.9998, 0.1582,  538.8119, 105.2300, 0.1582,  240, 240, 240
L 538.8144, 92.9350, 0.1582,  538.8125, 90.4973, 0.1582,  240, 240, 240
L 556.8196, 90.5362, -1.8416,  556.7693, 72.3234, -1.8416,  0, 0, 0
L 556.7693, 72.3234, -1.8416,  538.8135, 54.5230, 0.1582,  0, 0, 0
L 538.8135, 54.5230, 0.1582,  538.8134, 35.5992, 0.1582,  0, 0, 0
L 538.8134, 35.5992, 0.1582,  556.8151, 17.5457, 0.1582,  0, 0, 0
L 556.8714, 13.3430, 0.1582,  576.7460, 13.2610, 0.1582,  0, 0, 0
L 556.7621, 17.6525, 0.1582,  556.8714, 13.3430, 0.1582,  0, 0, 0
L 522.7471, 6.9490, 0.1577,  535.7450, 6.9530, 0.1582,  240, 240, 240
L 535.7450, 6.9530, 0.1582,  535.7454, -5.7911, 0.1582,  240, 240, 240
L 535.7454, -5.7911, 0.1582,  522.7480, -5.7904, 0.1589,  240, 240, 240
L 522.7469, 54.9382, 0.1589,  522.7490, -54.9348, 0.1582,  0, 0, 0
L 522.7490, -54.9348, -1.8416,  502.8462, -54.9375, -1.8416,  0, 0, 0
L 502.8462, -55.5700, -1.8416,  502.8466, -18.9665, -1.8416,  0, 0, 0
L 502.8466, -18.9665, -1.8416,  484.8462, -19.3500, -1.8416,  0, 0, 0
L 484.8462, -19.3500, 2.1581,  484.8432, 18.9859, 2.1581,  0, 0, 0
L 484.8432, 18.9914, -1.8416,  502.8389, 18.9652, -1.8416,  0, 0, 0
L 502.8389, 18.9652, -1.8416,  502.8414, 54.9343, -1.8416,  0, 0, 0
L 502.8414, 54.9343, -1.8416,  522.7469, 54.9382, -1.8416,  0, 0, 0
L 376.8720, -90.9381, 0.1582,  432.7810, -90.9360, 0.1582,  64, 64, 64
L 432.7810, -90.9360, 0.1582,  432.7776, -35.1010, 0.1582,  64, 64, 64
L 448.8469, -35.3350, 2.1581,  414.1920, -34.9832, 2.1581,  64, 64, 64
L 414.1920, -34.9832, 2.1581,  396.8086, -17.4477, 2.1581,  64, 64, 64
L 396.8086, -17.4477, 2.1581,  396.8457, 17.6357, 2.1581,  64, 64, 64
L 396.8457, 17.6357, 2.1581,  414.3095, 35.3500, 2.1581,  64, 64, 64
L 414.3095, 35.3500, 2.1581,  449.8634, 35.2940, 2.1581,  64, 64, 64
L 432.7785, 35.3220, 0.1582,  432.7794, 90.9344, 0.1582,  64, 64, 64
L 432.7794, 90.9344, 0.1582,  376.8908, 90.9372, 0.1582,  64, 64, 64
L 376.8908, 90.9372, -1.8416,  376.8720, -90.9381, -1.8416,  64, 64, 64
L 376.8770, -36.9654, -1.8416,  364.5650, -36.9673, -1.8418,  240, 240, 240
L 364.5650, -36.9673, -1.8418,  364.8548, 28.9654, -1.8416,  240, 240, 240
L 364.8548, 28.9654, -1.8416,  368.2447, 30.2795, -1.8427,  240, 240, 240
L 368.2447, 30.2795, -1.8427,  373.2337, 34.7569, -1.8418,  240, 240, 240
L 373.2337, 34.7569, -1.8418,  376.8489, 36.5827, -1.8418,  240, 240, 240
L 369.2848, 30.8064, -1.8418,  369.1764, -36.9667, -1.8418,  240, 240, 240
L 373.7130, -36.9660, 2.1581,  372.9667, 34.5172, 2.1581,  240, 240, 240
L 498.8442, 126.9054, 0.1582,  502.8466, 126.9033, 0.1582,  0, 0, 0
L 633.8119, 216.8737, 0.1356,  633.8383, 221.3745, 0.1582,  127, 127, 127
L 633.8383, 221.3745, 0.1265,  644.6481, 221.3662, 0.1188,  127, 127, 127
L 644.7818, 146.9040, 0.2103,  644.7830, 215.8953, 18.1578,  127, 64, 0
L 644.7830, 215.8953, 18.1578,  644.7840, 246.9404, 18.1582,  127, 64, 0
L 644.7840, 246.9404, 18.1582,  614.7166, 246.9407, 18.1582,  127, 64, 0
L 614.7166, 246.9407, 18.1582,  614.7164, 216.1098, 18.1582,  127, 64, 0
L 614.7164, 216.1098, 18.1582,  632.1172, 216.1077, 18.1582,  240, 127, 0
L 632.1172, 216.1077, 18.1582,  632.7889, 161.7916, 0.1582,  127, 64, 0
L 614.7156, 146.9048, 18.1582,  644.7818, 146.9022, 18.1582,  127, 64, 0
L 644.7820, 161.7099, 18.1582,  614.7155, 161.5623, 18.1582,  240, 127, 0
L 614.7155, 161.5623, 18.1582,  614.7156, 146.9048, 18.1582,  127, 64, 0
L 416.8104, 200.8723, 0.1582,  416.8095, 196.9402, 0.1582,  64, 64, 64
L 416.8095, 196.9402, 0.1582,  412.8792, 196.9391, 0.1582,  64, 64, 64
L 412.8792, 196.9391, 0.1582,  412.8759, 200.8728, 0.1582,  64, 64, 64
L 412.8759, 200.8728, 0.1582,  416.8104, 200.8723, 0.1582,  64, 64, 64
L 378.8073, 200.8750, 0.1592,  378.8111, 196.9393, 0.1582,  64, 64, 64
L 374.8784, 196.9398, 0.1582,  378.8111, 196.9393, 0.1582,  64, 64, 64
L 374.8784, 196.9398, 0.1582,  374.8763, 200.8674, 0.1582,  64, 64, 64
L 374.8763, 200.8674, 0.1582,  378.8073, 200.8750, 0.1582,  64, 64, 64
L 374.8777, 180.9031, 0.1582,  378.8086, 180.9045, 0.1582,  64, 64, 64
L 378.8086, 180.9045, 0.1582,  378.8113, 176.9704, 0.1582,  64, 64, 64
L 378.8113, 176.9704, 0.1582,  374.8774, 176.9722, 0.1582,  64, 64, 64
L 374.8774, 176.9722, 0.1582,  374.8777, 180.9031, 0.1582,  64, 64, 64
L 412.8779, 176.9702, 0.1582,  412.8768, 180.9033, 0.1582,  64, 64, 64
L 412.8768, 180.9033, 0.1582,  416.8090, 180.9035, 0.1582,  64, 64, 64
L 416.8090, 180.9035, 0.1582,  416.8107, 176.9726, 0.1582,  64, 64, 64
L 416.8107, 176.9726, 0.1582,  412.8779, 176.9702, 0.1582,  64, 64, 64
L 356.8792, 218.8703, 0.1582,  388.8781, 218.8822, 0.1582,  0, 0, 0
L 388.8781, 218.8822, 0.1582,  388.8788, 236.8731, 0.1582,  0, 0, 0
L 388.8788, 236.8731, 0.1582,  392.8129, 236.8725, 0.1582,  0, 0, 0
L 392.8129, 236.8725, 0.1582,  392.8047, 218.8723, 0.1582,  0, 0, 0
L 392.8047, 218.8723, 0.1582,  446.8467, 218.8727, 0.1582,  0, 0, 0
L 446.8467, 218.8727, 0.1582,  446.8090, 248.9399, 0.1582,  0, 0, 0
L 446.8090, 248.9399, 0.1582,  344.8453, 248.9404, 0.1582,  0, 0, 0
L 344.8521, 128.9033, 0.1582,  390.8779, 128.9576, 0.1582,  0, 0, 0
L 390.8779, 128.9576, 0.1582,  390.8781, 158.9459, 0.1582,  0, 0, 0
L 390.8781, 158.9459, 0.1582,  378.8093, 158.9705, 0.1582,  0, 0, 0
L 378.8093, 158.9705, 0.1582,  378.8102, 140.9685, 0.1582,  0, 0, 0
L 378.8102, 140.9685, 0.1582,  374.8754, 140.9723, 0.1582,  0, 0, 0
L 374.8754, 140.9723, 0.1582,  374.8792, 158.9444, 0.1582,  0, 0, 0
L 374.8792, 158.9444, 0.1582,  356.8756, 158.9736, 0.1582,  0, 0, 0
L 385.1317, 158.9716, 0.1582,  385.1811, 150.6428, 0.1582,  127, 127, 127
L 385.1811, 150.6428, 0.1582,  390.8672, 150.6428, 0.1592,  127, 127, 127
L 538.8144, 92.9350, 0.8058,  560.8160, 92.9342, 12.3090,  240, 240, 240
L 558.8160, 105.3000, 14.1592,  558.8160, 92.9344, 14.1592,  240, 240, 240
L 560.8160, 92.9350, 16.1591,  560.8160, 105.1000, 16.1591,  240, 240, 240
L -102.6774, -16.7257, 4.2081,  -74.2917, -16.7195, 4.2081,  0, 0, 0
L -74.2917, -16.7195, 4.2081,  -59.2424, -16.7252, 19.1633,  0, 0, 0
L -59.2937, -10.2750, 18.7652,  -75.2466, -10.2764, 6.4010,  0, 0, 0
L -59.2432, -10.2743, 18.8141,  -59.2424, -16.7254, 18.8141,  240, 240, 240
L -57.5420, -10.2753, 22.2083,  -57.3900, -16.7256, 22.2091,  240, 240, 240
