P -556.3467, -179.9336, 123.5692,  0, 0, 0,  2,  Black
P -556.7604, -168.1230, 123.5692,  240, 240, 240,  2,  White
P -558.4731, -155.7383, 124.8329,  127, 127, 0,  2,  Yellow
P -557.3016, -143.4458, 123.5692,  0, 0, 127,  2,  Blue
P -557.7096, -131.7769, 123.5692,  0, 127, 0,  2,  Green
P -557.7391, -119.9954, 123.5692,  240, 0, 0,  2,  Red
P -512.6860, -70.6379, 117.5692,  0, 0, 0,  3,  1
P -512.6969, -58.4754, 117.5692,  0, 0, 0,  3,  2
P -512.6933, -45.3335, 117.5692,  0, 0, 0,  3,  3
P -512.6893, -35.1280, 117.5692,  0, 0, 0,  3,  4
P -512.7104, -22.7519, 117.5692,  0, 0, 0,  3,  5
P -512.7078, -10.4900, 117.5692,  0, 0, 0,  3,  6
P -512.6906, 0.7910, 117.5692,  0, 0, 0,  3,  7
P -512.6894, 12.3828, 117.5692,  0, 0, 0,  3,  8
P -505.2373, -77.6861, 117.5692,  0, 0, 0,  3,  A
P -495.2189, -77.6908, 117.5692,  0, 0, 0,  3,  B
P -481.2530, -77.6863, 117.5692,  0, 0, 0,  3,  C
P -468.6929, -77.6861, 117.5692,  0, 0, 0,  3,  D
P -457.4556, -77.6888, 117.5692,  0, 0, 0,  3,  E
P -444.6861, -77.6864, 117.5692,  0, 0, 0,  3,  F
P -433.4210, -77.6864, 117.5692,  0, 0, 0,  3,  G
P -420.7257, -77.6894, 117.5692,  0, 0, 0,  3,  H
P -512.6861, -229.5542, 117.5692,  0, 0, 0,  3,  8
P -512.8443, -242.7359, 117.5692,  0, 0, 0,  3,  7
P -512.9869, -254.5922, 117.5692,  0, 0, 0,  3,  6
P -512.6887, -266.9189, 117.5692,  0, 0, 0,  3,  5
P -512.6884, -278.5244, 117.5692,  0, 0, 0,  3,  4
P -512.6863, -290.1569, 117.5692,  0, 0, 0,  3,  3
P -512.6858, -302.1526, 117.5692,  0, 0, 0,  3,  2
P -512.6879, -314.3550, 117.5692,  0, 0, 0,  3,  1
P -506.7400, -319.6861, 117.5692,  0, 0, 0,  3,  A
P -493.9848, -319.6890, 117.5692,  0, 0, 0,  3,  B
P -481.6621, -319.6893, 117.5692,  0, 0, 0,  3,  C
P -469.4576, -319.6859, 117.5692,  0, 0, 0,  3,  D
P -456.8691, -319.6866, 117.5692,  0, 0, 0,  3,  E
P -445.7672, -319.6897, 117.5692,  0, 0, 0,  3,  F
P -434.2298, -319.6874, 117.5692,  0, 0, 0,  3,  G
P -421.3163, -319.6861, 117.5692,  0, 0, 0,  3,  H
P -13.6343, -228.8613, 5.5776,  96, 0, 255,  3,  Oily_Gear
