L -429.0515, -282.7746, 89.1446,  -431.1535, -299.6385, 91.6304,  240, 240, 240
P 454.9961, -680.3550, 79.6894,  240, 0, 0,  2,  Strenght*
P 538.3160, -184.9530, -76.3409,  240, 0, 0,  2,  Silent
P -113.7908, -908.9723, -1.8939,  0, 0, 0,  3,  X
P -80.8105, -134.5202, -7.2183,  240, 0, 0,  2,  Wandering*
P 163.9935, -410.4254, -18.6692,  240, 0, 0,  2,  Dirge*
P -423.7696, -641.5326, -78.9282,  240, 0, 0,  2,  Savage*
P -463.1406, -379.6924, 87.7377,  240, 0, 0,  2,  Soothing*
P -379.3901, -702.9740, -78.2727,  240, 0, 0,  2,  Savage
P -485.2454, -660.1014, -78.8242,  240, 0, 0,  2,  Savage
P -137.1802, -542.9769, -56.8393,  240, 0, 0,  2,  Dirge*
P -98.8020, 81.2013, -5.4032,  240, 0, 0,  2,  Wandering*
P 561.9781, -497.3324, -0.2063,  240, 0, 0,  2,  Strenght*
P 358.9540, -429.8142, -0.2063,  240, 0, 0,  2,  Strenght
P -353.4692, -331.7369, 87.8500,  240, 0, 0,  2,  Soothing*
P -178.9666, -75.2143, 26.7811,  240, 0, 0,  2,  Wandering*
P 454.4831, -45.8117, -75.3792,  240, 0, 0,  2,  Silent*
P 430.5479, -13.1539, -76.4715,  240, 0, 0,  2,  Silent*
P 125.6866, -9.3343, -7.0610,  240, 0, 0,  2,  Wandering*
P 65.1816, -580.4382, -1.1531,  240, 0, 0,  2,  Dirge*
P -451.9115, -316.2967, 210.4075,  240, 0, 0,  2,  Soothing
P -84.8770, -407.1658, -2.5845,  240, 0, 0,  2,  Dirge*
