P -340.9260, -321.7121, 12.9945,  0, 0, 127,  2,  Gol`Kulnar
P -612.4976, -592.7315, -30.9457,  0, 0, 127,  2,  Blar_Gurin
P -370.7173, -1706.7452, 5.1726,  0, 0, 127,  2,  Elma_Sparks
P -1749.4191, -1409.7479, -4.1885,  0, 0, 0,  1,  Water_Sample
P 530.0000, 193.0000, -12.0000,  0, 0, 0,  1,  scry_1
P -511.0000, -1453.0000, 5.0000,  0, 0, 0,  1,  scry_2
P -1103.0000, -165.0000, 5.0000,  0, 0, 0,  1,  scry
P -883.0000, -613.0000, -8.0000,  0, 0, 0,  1,  scry_spawn
P 160.6543, -1076.3633, -30.7623,  0, 0, 0,  1,  Cliknar's
P -1840.2035, -1353.9504, -1.8600,  0, 0, 0,  1,  Memory_Crystals
P -379.3294, -240.3669, -0.7624,  0, 0, 0,  1,  Geodech_Area
P -1028.2788, -1120.7289, -21.2349,  0, 0, 0,  1,  Crystalline_Mobs
P 242.8140, -1100.8507, -29.4110,  0, 0, 0,  1,  Fallen_Branch_(GS)
P 499.2128, -1331.8850, -22.8021,  0, 0, 0,  2,  X
P 455.6524, -1308.3065, -30.2581,  0, 0, 0,  3,  X
P 396.9166, -1209.1429, -30.7730,  0, 0, 0,  3,  X
P 214.3626, -1122.6672, -30.3105,  0, 0, 0,  3,  X
P 261.5984, -1252.6027, -29.4988,  0, 0, 0,  3,  X
P 301.7080, -1233.6063, -30.1861,  0, 0, 0,  3,  X
P 460.4764, -1364.4740, -30.2996,  0, 0, 0,  3,  X
P 335.4750, -1429.6096, -30.2883,  0, 0, 0,  3,  X
P 323.8849, -1391.1230, -29.9449,  0, 0, 0,  3,  X
P 296.8118, -1406.9580, -30.3105,  0, 0, 0,  3,  X
P 160.8158, -1234.2581, -30.3104,  0, 0, 0,  3,  X
P 194.6673, -1361.3470, -29.9302,  0, 0, 0,  3,  X
P -749.3685, -653.5792, 0.5692,  127, 0, 0,  2,  Sidara_the_Beguiler
