L 29.1806, -31.1864, 3.7331, 29.6095, -28.6667, 11.5327, 0, 0, 0
L 6.8457, 7.3255, 15.3177, 9.5916, 7.0374, 3.7656, 0, 0, 0
L -11.2279, -73.3736, 10.8363, -1.4487, -72.4539, 6.4446, 0, 0, 0
L 35.3925, -39.9947, -0.3537, 38.3177, -38.8757, -0.4694, 0, 0, 0
L 7.6188, 6.9847, 15.1695, 10.5780, 6.5582, 3.6360, 0, 0, 0
L -7.6653, 6.1103, -3.5354, -3.7926, 6.0549, -3.5154, 0, 0, 0
L 4.1469, 5.9413, -3.4669, 9.5197, 5.8644, 3.7656, 0, 0, 0
L -30.9485, -28.3557, 11.6809, -30.3883, -22.7054, 8.1887, 0, 0, 0
L -29.8651, -17.4275, 4.7568, -27.7672, 3.7332, 11.9071, 0, 0, 0
L 0.2691, 8.0337, 4.4537, 3.2848, 8.2271, 7.3259, 0, 0, 0
L -28.8567, 4.0662, 3.9605, -26.7429, 3.4637, 10.8257, 0, 0, 0
L -27.6325, 3.6842, 11.9071, 10.2154, 6.8855, 3.6055, 0, 0, 0
L 9.4177, -47.1708, 4.9315, 21.1773, -44.0158, -3.8874, 0, 0, 0
L -26.9116, -39.2402, 10.2722, -22.8163, -39.3583, 13.4351, 0, 0, 0
L -7.0180, 5.6463, 16.3254, 0.5382, 6.0357, 15.4937, 0, 0, 0
L 6.7923, 6.3580, 15.3177, 10.1837, 6.5328, 3.6055, 0, 0, 0
L 33.3961, -3.0422, 7.8512, 37.7795, -4.2589, -0.6415, 0, 0, 0
L 13.6983, -73.2211, -3.5249, 23.8014, -53.8453, -4.5280, 0, 0, 0
L 22.9474, 1.3387, 8.9910, 25.9106, 1.2532, 9.4426, 0, 0, 0
L 7.9671, 6.8844, 14.9780, 25.9074, 4.1669, 3.7872, 0, 0, 0
L 36.9651, -42.9019, -3.8879, 53.8370, -32.2802, 3.8820, 0, 0, 0
L 18.0000, -44.7563, -5.4196, 18.0000, -40.6927, -5.4196, 0, 0, 0
L -56.1860, -6.7414, -3.5249, -36.8102, 3.3617, -4.5280, 0, 0, 0
L -22.4028, -44.9831, 10.0731, -22.3644, -40.6840, 13.3779, 0, 0, 0
L -22.0044, -0.3918, -0.6401, -21.9671, 3.7776, -1.0275, 0, 0, 0
L -27.2457, -39.7730, -5.3092, -23.1823, -39.8070, -5.3092, 0, 0, 0
L 18.5952, -40.1573, -5.4196, 23.3159, -40.1969, -5.4196, 0, 0, 0
L -10.1757, -49.6085, 3.7656, -7.8272, -49.3204, 11.6809, 0, 0, 0
L 28.7602, -14.0295, 12.6886, 29.1496, -21.5858, 11.8569, 0, 0, 0
L 29.4810, -28.0171, 11.6809, 29.6350, -31.0046, 3.6613, 0, 0, 0
L -7.7718, -49.4700, 11.6809, -2.2887, -50.0226, 8.1887, 0, 0, 0
L 3.4371, -50.5996, 4.7568, 23.0453, -52.5756, -3.8874, 0, 0, 0
L 39.6605, -38.9025, 6.8339, 41.3312, -41.6878, -0.4529, 0, 0, 0
L 3.6286, 8.4491, 7.3259, 4.9119, 6.7596, 3.7566, 0, 0, 0
L -31.7391, -18.1117, -3.5154, -29.6621, -17.7253, 4.7568, 0, 0, 0
L -10.3753, -49.5317, 3.6613, -7.3878, -49.6856, 11.6809, 0, 0, 0
L -1.4336, -49.9925, 11.8569, 6.1226, -50.3819, 12.6886, 0, 0, 0
L 8.5123, -50.5050, 12.3725, 23.2031, -51.2621, 10.8257, 0, 0, 0
L 10.5405, 6.3340, 3.6360, 25.3492, 3.8345, 10.8769, 0, 0, 0
L -10.2448, -50.9389, -3.4431, -5.5171, -50.5742, 3.7566, 0, 0, 0
L -39.7390, -36.8074, 11.1560, -36.0379, -39.0255, 7.8512, 0, 0, 0
L 0.2675, 8.0464, 4.4537, 4.5665, 8.3878, 3.7566, 0, 0, 0
L 32.5142, -31.3214, 3.7331, 37.1886, -42.5657, 10.8769, 0, 0, 0
L -57.5920, -31.6287, 10.8363, -56.6337, -22.4410, 5.8329, 0, 0, 0
L -4.2312, 7.7862, 4.7568, 0.2699, 8.0257, 4.4537, 0, 0, 0
L 8.0017, -52.4572, 11.3517, 23.0081, -53.1963, 4.2023, 0, 0, 0
L -28.8826, 3.9808, 3.9605, -26.3059, 3.4434, -3.8874, 0, 0, 0
L 39.2471, -37.9169, 11.1560, 41.0627, -41.9030, -1.5295, 0, 0, 0
L 54.4964, -22.4270, 3.4112, 54.9599, -20.2783, -3.4892, 0, 0, 0
L 35.3141, -39.9134, 7.3310, 38.1764, -38.3363, -0.0441, 0, 0, 0
L -27.4310, 2.9211, 4.2023, -4.2352, 5.5573, 4.7568, 0, 0, 0
L 1.2064, 6.1757, 8.1887, 6.7182, 6.8022, 15.3177, 0, 0, 0
L -0.7334, -74.0018, -3.4892, 12.3663, -74.2900, 4.0986, 0, 0, 0
L 21.9871, -42.3952, 3.2258, 28.4335, -30.9880, 3.7331, 0, 0, 0
L 3.0981, -50.0578, 4.7568, 6.5843, -49.5662, -3.5354, 0, 0, 0
L -40.3674, 0.4689, 7.8512, -38.9580, -3.6093, 11.1560, 0, 0, 0
L -29.9731, -29.6073, 11.3412, -24.9796, -44.0562, 3.2258, 0, 0, 0
L -55.2329, -7.9629, 3.7110, -35.5083, 2.0966, 3.3980, 0, 0, 0
L 12.9500, -73.1268, -3.5249, 22.7386, -53.3128, -4.5280, 0, 0, 0
L -56.2836, -32.3127, 4.2098, -56.2018, -22.9274, 3.4112, 0, 0, 0
L 6.2756, -46.9197, 11.6703, 8.2525, -47.6335, 4.8682, 0, 0, 0
L 25.9248, 3.0953, -3.8874, 28.8608, -10.6653, 4.9315, 0, 0, 0
L 35.7637, -43.0180, -4.5280, 36.1882, -45.0078, -4.5280, 0, 0, 0
L -26.7038, 2.6654, 10.8257, -9.2393, 4.8776, 16.0094, 0, 0, 0
L 0.5387, 6.1162, 15.4937, 6.4721, 6.8678, 16.3385, 0, 0, 0
L -10.1714, -50.1650, -3.4431, -5.0000, -50.0842, -3.4669, 0, 0, 0
L 2.8413, -49.9617, -3.5154, 6.7139, -49.9012, -3.5354, 0, 0, 0
L -24.1127, 3.6129, 9.8305, -24.0328, 0.8094, 8.9910, 0, 0, 0
L -22.8533, -40.5793, 13.8186, -22.7382, -44.6171, 9.3949, 0, 0, 0
L -7.5485, 7.1453, -3.5354, -4.1242, 6.6537, 4.7568, 0, 0, 0
L -8.5537, 5.6964, 5.0738, -4.2272, 5.8519, 4.7568, 0, 0, 0
L -7.3715, 6.0000, 15.3071, -2.5288, 6.0000, 7.5605, 0, 0, 0
L -2.5355, 5.6205, 7.5605, 0.5241, 6.2129, 15.4937, 0, 0, 0
L -7.3625, 5.4649, 15.3071, 0.5399, 6.0573, 15.4937, 0, 0, 0
L -32.4822, -30.6121, 3.7656, -32.4113, -26.0725, 3.7566, 0, 0, 0
L 4.5068, 5.6715, 3.7566, 9.2549, 5.3068, -3.4431, 0, 0, 0
L 22.2672, -0.3261, 9.5931, 25.6278, -0.6788, 13.8935, 0, 0, 0
L 28.5411, -30.1451, 3.7656, 28.8293, -27.7965, 11.6809, 0, 0, 0
L -56.8883, -20.8235, -3.4892, -56.4249, -22.9722, 3.4112, 0, 0, 0
